id,image,label
428,/data/upload/1/b710f4e3-16.png,"[{""x"":29.75663716814159,""y"":21.828908554572273,""width"":43.03097345132743,""height"":45.82104228121927,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
429,/data/upload/1/e2813ec6-17.png,"[{""x"":28.31858407079646,""y"":20.255653883972467,""width"":48.34070796460176,""height"":50.737463126843664,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
430,/data/upload/1/85d093a6-18.png,"[{""x"":25.221238938053098,""y"":21.43559488692232,""width"":50.55309734513275,""height"":50.3441494591937,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
431,/data/upload/1/70c6ed6d-19.png,"[{""x"":21.792035398230087,""y"":19.075712881022618,""width"":59.73451327433628,""height"":58.210422812192725,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
432,/data/upload/1/6d6d11f2-20.png,"[{""x"":20.464601769911507,""y"":18.289085545722713,""width"":62.16814159292035,""height"":64.30678466076697,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
433,/data/upload/1/4fd7cd25-21.png,"[{""x"":22.123893805309734,""y"":19.66568338249754,""width"":62.168141592920364,""height"":65.6833824975418,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
434,/data/upload/1/90aef963-22.png,"[{""x"":15.81858407079646,""y"":15.732546705998033,""width"":65.48672566371681,""height"":76.89282202556538,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
435,/data/upload/1/14445144-23.png,"[{""x"":14.15929203539823,""y"":21.43559488692232,""width"":70.13274336283186,""height"":73.15634218289087,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
436,/data/upload/1/6c54a840-24.png,"[{""x"":12.831858407079647,""y"":18.87905604719764,""width"":80.75221238938052,""height"":81.12094395280236,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
437,/data/upload/1/0690c8f8-25.png,"[{""x"":14.380530973451327,""y"":19.27236971484759,""width"":85.61946902654867,""height"":80.72763028515242,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
438,/data/upload/1/49b5bf75-26.png,"[{""x"":7.411504424778761,""y"":16.912487708947886,""width"":92.58849557522124,""height"":83.08751229105212,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
439,/data/upload/1/ace69018-27.png,"[{""x"":8.185840707964601,""y"":20.64896755162242,""width"":91.8141592920354,""height"":79.35103244837758,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
440,/data/upload/1/aa03f163-28.png,"[{""x"":2.433628318584071,""y"":11.799410029498524,""width"":97.56637168141593,""height"":88.20058997050148,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
441,/data/upload/1/90d5750e-29.png,"[{""x"":3.2079646017699117,""y"":17.305801376597838,""width"":96.79203539823008,""height"":82.69419862340216,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
442,/data/upload/1/a6c6981f-30.png,"[{""x"":2.8761061946902653,""y"":14.945919370698132,""width"":97.12389380530973,""height"":85.05408062930186,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
443,/data/upload/1/ef541c86-31.png,"[{""x"":1.7699115044247788,""y"":17.895771878072765,""width"":98.23008849557522,""height"":82.10422812192724,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
444,/data/upload/1/3f519be1-32.png,"[{""x"":2.3230088495575223,""y"":18.289085545722713,""width"":97.67699115044248,""height"":81.71091445427729,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
445,/data/upload/1/c04a9d58-33.png,"[{""x"":2.2123893805309733,""y"":22.812192723697148,""width"":97.78761061946902,""height"":77.18780727630285,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
446,/data/upload/1/6b41eb16-34.png,"[{""x"":2.8761061946902653,""y"":18.48574237954769,""width"":97.12389380530973,""height"":81.51425762045231,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
447,/data/upload/1/a82df57e-35.png,"[{""x"":0.4424778761061947,""y"":25.172074729596854,""width"":99.5575221238938,""height"":74.82792527040314,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
448,/data/upload/1/bd48d1da-36.png,"[{""x"":0.8849557522123894,""y"":31.268436578171094,""width"":99.11504424778761,""height"":68.73156342182891,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
449,/data/upload/1/55a7e8c8-37.png,"[{""x"":0.8849557522123894,""y"":26.94198623402163,""width"":99.11504424778761,""height"":73.05801376597837,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
450,/data/upload/1/7d32e63e-38.png,"[{""x"":1.4380530973451326,""y"":24.582104228121928,""width"":98.56194690265487,""height"":75.41789577187808,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
451,/data/upload/1/03ee6558-39.png,"[{""x"":0.7743362831858407,""y"":32.055063913470995,""width"":99.22566371681415,""height"":67.944936086529,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
452,/data/upload/1/54c369fc-40.png,"[{""x"":1.1061946902654867,""y"":33.03834808259587,""width"":98.89380530973452,""height"":66.96165191740414,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
453,/data/upload/1/3ac1e872-41.png,"[{""x"":0.33185840707964603,""y"":36.18485742379548,""width"":99.66814159292035,""height"":63.81514257620452,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
454,/data/upload/1/f0e0f4e1-42.png,"[{""x"":1.5486725663716814,""y"":34.4149459193707,""width"":98.45132743362832,""height"":65.5850540806293,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
455,/data/upload/1/1357ffe1-43.png,"[{""x"":0.5530973451327433,""y"":37.75811209439528,""width"":99.44690265486726,""height"":62.24188790560472,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
456,/data/upload/1/4276ebe1-44.png,"[{""x"":1.3274336283185841,""y"":39.92133726647001,""width"":98.67256637168141,""height"":60.07866273352999,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
457,/data/upload/1/d98862d0-45.png,"[{""x"":1.4380530973451326,""y"":42.67453294001967,""width"":98.56194690265487,""height"":57.32546705998033,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
458,/data/upload/1/f051dd5b-46.png,"[{""x"":1.8805309734513276,""y"":41.10127826941986,""width"":98.11946902654867,""height"":58.89872173058014,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
