id,image,label
16,/data/upload/1/7e8d0f2d-16.png,"[{""x"":0.10582010582010583,""y"":0.18812463256907702,""width"":99.8941798941799,""height"":99.81187536743093,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
17,/data/upload/1/f0bcb8a0-17.png,"[{""x"":0.10582010582010583,""y"":0,""width"":99.8941798941799,""height"":100,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
18,/data/upload/1/19a78a58-18.png,"[{""x"":0.21164021164021166,""y"":0,""width"":99.78835978835978,""height"":100,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
19,/data/upload/1/2dacd438-19.png,"[{""x"":0.31746031746031744,""y"":0.37624926513815404,""width"":99.68253968253968,""height"":99.62375073486184,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
20,/data/upload/1/0d77bc50-20.png,"[{""x"":0.31746031746031744,""y"":0.37624926513815404,""width"":99.68253968253968,""height"":99.62375073486184,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
21,/data/upload/1/f2300909-21.png,"[{""x"":0.21164021164021166,""y"":0.37624926513815404,""width"":99.78835978835978,""height"":99.62375073486184,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
22,/data/upload/1/3a99b75d-22.png,"[{""x"":0,""y"":0,""width"":100,""height"":99.99999999999997,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
23,/data/upload/1/111f3e77-23.png,"[{""x"":0.31746031746031744,""y"":0.7524985302763081,""width"":99.68253968253968,""height"":99.24750146972369,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
24,/data/upload/1/2ac7147f-24.png,"[{""x"":0.4232804232804233,""y"":0.5643738977072311,""width"":99.57671957671958,""height"":99.43562610229277,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
25,/data/upload/1/218f3b30-25.png,"[{""x"":0.10582010582010583,""y"":0.18812463256907702,""width"":99.8941798941799,""height"":99.81187536743093,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
26,/data/upload/1/475b82ca-26.png,"[{""x"":0.31746031746031744,""y"":0.5643738977072311,""width"":99.68253968253968,""height"":99.43562610229277,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
27,/data/upload/1/ea861795-27.png,"[{""x"":0.21164021164021166,""y"":0.18812463256907702,""width"":99.78835978835978,""height"":99.81187536743093,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
28,/data/upload/1/e9039ee7-28.png,"[{""x"":0.31746031746031744,""y"":0.37624926513815404,""width"":99.68253968253968,""height"":99.62375073486184,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
29,/data/upload/1/12880910-29.png,"[{""x"":0.21164021164021166,""y"":0,""width"":99.78835978835978,""height"":100,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
30,/data/upload/1/5ae7f988-30.png,"[{""x"":0.10582010582010583,""y"":0.18812463256907702,""width"":99.8941798941799,""height"":99.81187536743093,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
