id,image,label
301,/data/upload/1/67a0c151-10.png,"[{""x"":20.575221238938052,""y"":28.31858407079646,""width"":53.8716814159292,""height"":56.24385447394296,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
302,/data/upload/1/2f2344ad-11.png,"[{""x"":21.238938053097346,""y"":31.66175024582104,""width"":59.07079646017699,""height"":53.294001966568345,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
303,/data/upload/1/4b5437d8-12.png,"[{""x"":15.15486725663717,""y"":19.66568338249754,""width"":65.4867256637168,""height"":64.70009832841691,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
304,/data/upload/1/d711684c-13.png,"[{""x"":18.91592920353982,""y"":23.2055063913471,""width"":64.26991150442478,""height"":63.913470993117016,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
305,/data/upload/1/63f8cbd0-14.png,"[{""x"":21.792035398230087,""y"":27.53195673549656,""width"":75.00000000000001,""height"":64.89675516224189,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
306,/data/upload/1/077203f3-15.png,"[{""x"":17.920353982300885,""y"":26.745329400196656,""width"":73.67256637168141,""height"":61.750245821042284,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
307,/data/upload/1/5eed9adb-16.png,"[{""x"":20.02212389380531,""y"":23.402163225172075,""width"":77.7654867256637,""height"":71.58308751229104,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
308,/data/upload/1/6233e7aa-17.png,"[{""x"":20.24336283185841,""y"":34.611602753195676,""width"":79.7566371681416,""height"":65.29006882989185,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
309,/data/upload/1/b763aab3-18.png,"[{""x"":19.579646017699115,""y"":22.025565388397247,""width"":80.42035398230088,""height"":77.97443461160276,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
310,/data/upload/1/55845e33-19.png,"[{""x"":10.508849557522124,""y"":21.04228121927237,""width"":89.49115044247787,""height"":78.95771878072763,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
311,/data/upload/1/12473b87-20.png,"[{""x"":10.84070796460177,""y"":12.192723697148477,""width"":89.15929203539824,""height"":87.80727630285152,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
312,/data/upload/1/2d58d5d0-21.png,"[{""x"":14.15929203539823,""y"":12.979351032448378,""width"":85.84070796460176,""height"":87.02064896755162,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
313,/data/upload/1/da6a08f9-22.png,"[{""x"":6.969026548672566,""y"":8.062930186823992,""width"":93.03097345132744,""height"":91.93706981317601,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
314,/data/upload/1/19a62de3-23.png,"[{""x"":0.11061946902654868,""y"":1.7699115044247788,""width"":99.88938053097345,""height"":98.23008849557522,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
315,/data/upload/1/8f255518-24.png,"[{""x"":1.8805309734513276,""y"":0.39331366764995085,""width"":98.11946902654867,""height"":99.60668633235005,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
316,/data/upload/1/d8066f5f-25.png,"[{""x"":0.5530973451327433,""y"":1.1799410029498525,""width"":99.44690265486726,""height"":98.82005899705015,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
317,/data/upload/1/f5431a9e-26.png,"[{""x"":0.6637168141592921,""y"":1.5732546705998034,""width"":99.33628318584071,""height"":98.42674532940019,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
318,/data/upload/1/5d469192-27.png,"[{""x"":0.5530973451327433,""y"":0.983284169124877,""width"":99.44690265486726,""height"":99.01671583087513,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
,,
319,/data/upload/1/051daf0f-28.png,"[{""x"":0.33185840707964603,""y"":0.7866273352999017,""width"":99.66814159292035,""height"":99.2133726647001,""rotation"":0,""rectanglelabels"":[""OtherCelestialBody""],""original_width"":1920,""original_height"":1080}]"
